id_x,id_y,TF
lyr_09593,spa_07624,True
lyr_09495,spa_05189,True
lyr_01117,spa_01117,False
lyr_11196,spa_05499,True
lyr_09607,spa_05193,True
lyr_09917,spa_03123,True
lyr_00710,spa_00710,False
lyr_01085,spa_01085,False
lyr_11275,spa_03657,True
lyr_09476,spa_07655,True
lyr_09947,spa_08350,True
lyr_01217,spa_01217,False
lyr_00872,spa_00872,False
lyr_01793,spa_01793,False
lyr_11188,spa_09994,True
lyr_00104,spa_00104,False
lyr_00897,spa_00897,False
lyr_09531,spa_08608,True
lyr_09607,spa_00026,True
lyr_01891,spa_01891,False
lyr_11235,spa_03657,True
lyr_00132,spa_00132,False
lyr_09452,spa_01970,True
lyr_09933,spa_02842,True
lyr_11275,spa_01543,True
lyr_01034,spa_01034,False
lyr_02133,spa_02133,False
lyr_01871,spa_01871,False
lyr_11228,spa_01968,True
lyr_09607,spa_07655,True
lyr_01221,spa_01221,False
lyr_09933,spa_06194,True
lyr_01444,spa_01444,False
lyr_00468,spa_00468,False
lyr_09463,spa_08351,True
lyr_00996,spa_00996,False
lyr_09946,spa_03123,True
lyr_09536,spa_01822,True
lyr_09496,spa_09990,True
lyr_00484,spa_00484,False
lyr_11275,spa_04835,True
lyr_00856,spa_00856,False
lyr_01532,spa_01532,False
lyr_01255,spa_01255,False
lyr_00127,spa_00127,False
lyr_09461,spa_08625,True
lyr_11198,spa_06561,True
lyr_09557,spa_09180,True
lyr_09947,spa_09181,True
lyr_01795,spa_01795,False
lyr_01499,spa_01499,False
lyr_09526,spa_03145,True
lyr_00887,spa_00887,False
lyr_02152,spa_02152,False
lyr_09476,spa_02842,True
lyr_01386,spa_01386,False
lyr_02208,spa_02208,False
lyr_01681,spa_01681,False
lyr_01361,spa_01361,False
lyr_00554,spa_00554,False
lyr_11286,spa_00076,True
lyr_09527,spa_01253,True
lyr_09552,spa_04490,True
lyr_09425,spa_07655,True
lyr_09527,spa_08804,True
lyr_09452,spa_00076,True
lyr_01301,spa_01301,False
lyr_01972,spa_01972,False
lyr_09481,spa_05499,True
lyr_00186,spa_00186,False
lyr_02112,spa_02112,False
lyr_00662,spa_00662,False
lyr_01873,spa_01873,False
lyr_09450,spa_02259,True
lyr_02075,spa_02075,False
lyr_11238,spa_08609,True
lyr_11274,spa_02687,True
lyr_11193,spa_04835,True
lyr_01991,spa_01991,False
lyr_09933,spa_06060,True
lyr_11275,spa_01423,True
lyr_00089,spa_00089,False
lyr_11235,spa_08191,True
lyr_09597,spa_05471,True
lyr_01099,spa_01099,False
lyr_11256,spa_00447,True
lyr_11286,spa_09181,True
lyr_11279,spa_01597,True
lyr_09499,spa_02685,True
lyr_09465,spa_03506,True
lyr_01360,spa_01360,False
lyr_01100,spa_01100,False
lyr_09620,spa_03286,True
lyr_09938,spa_02690,True
lyr_09531,spa_01725,True
lyr_09431,spa_00902,True
lyr_09440,spa_02830,True
lyr_09576,spa_04835,True
lyr_09547,spa_04490,True
lyr_09527,spa_06738,True
lyr_09531,spa_03421,True
lyr_00618,spa_00618,False
lyr_00848,spa_00848,False
lyr_09620,spa_05098,True
lyr_09449,spa_09188,True
lyr_01026,spa_01026,False
lyr_00577,spa_00577,False
lyr_00724,spa_00724,False
lyr_09531,spa_04121,True
lyr_00416,spa_00416,False
lyr_11232,spa_09195,True
lyr_01245,spa_01245,False
lyr_01556,spa_01556,False
lyr_09552,spa_01721,True
lyr_01879,spa_01879,False
lyr_00382,spa_00382,False
lyr_11209,spa_03184,True
lyr_00237,spa_00237,False
lyr_09623,spa_07630,True
lyr_09523,spa_02820,True
lyr_09917,spa_03122,True
lyr_00761,spa_00761,False
lyr_01773,spa_01773,False
lyr_00686,spa_00686,False
lyr_09531,spa_09181,True
lyr_09917,spa_07648,True
lyr_09469,spa_04473,True
lyr_09940,spa_07655,True
lyr_09597,spa_04490,True
lyr_00987,spa_00987,False
lyr_00575,spa_00575,False
lyr_00949,spa_00949,False
lyr_11013,spa_00588,True
lyr_09620,spa_01213,True
lyr_02016,spa_02016,False
lyr_09620,spa_04633,True
lyr_01326,spa_01326,False
lyr_09467,spa_01989,True
lyr_09620,spa_03123,True
lyr_09546,spa_06754,True
lyr_09947,spa_04121,True
lyr_00164,spa_00164,False
lyr_00798,spa_00798,False
lyr_02113,spa_02113,False
lyr_09425,spa_07649,True
lyr_01234,spa_01234,False
lyr_01940,spa_01940,False
lyr_01340,spa_01340,False
lyr_09495,spa_09181,True
lyr_09607,spa_03657,True
lyr_01876,spa_01876,False
lyr_01283,spa_01283,False
lyr_02155,spa_02155,False
lyr_00619,spa_00619,False
lyr_09561,spa_06510,True
lyr_00652,spa_00652,False
lyr_01877,spa_01877,False
lyr_09527,spa_02264,True
lyr_01158,spa_01158,False
lyr_00084,spa_00084,False
lyr_01363,spa_01363,False
lyr_01321,spa_01321,False
lyr_09539,spa_07629,True
lyr_09499,spa_07010,True
lyr_01942,spa_01942,False
lyr_09430,spa_00438,True
lyr_00464,spa_00464,False
lyr_01969,spa_01969,False
lyr_11235,spa_01213,True
lyr_00588,spa_00588,False
lyr_11198,spa_03316,True
lyr_09946,spa_03286,True
lyr_01197,spa_01197,False
lyr_00135,spa_00135,False
lyr_09623,spa_02820,True
lyr_09495,spa_08608,True
lyr_02252,spa_02252,False
lyr_11274,spa_06765,True
lyr_00105,spa_00105,False
lyr_09623,spa_07019,True
lyr_01042,spa_01042,False
lyr_09467,spa_02820,True
lyr_01815,spa_01815,False
lyr_09539,spa_02685,True
lyr_00927,spa_00927,False
lyr_11294,spa_08984,True
lyr_09937,spa_01597,True
lyr_09557,spa_07616,True
lyr_11207,spa_06732,True
lyr_09488,spa_09188,True
lyr_01097,spa_01097,False
lyr_09946,spa_05193,True
lyr_11232,spa_00625,True
lyr_02076,spa_02076,False
lyr_01569,spa_01569,False
lyr_00943,spa_00943,False
lyr_00276,spa_00276,False
lyr_00537,spa_00537,False
lyr_09547,spa_01725,True
lyr_09946,spa_05662,True
lyr_11274,spa_00026,True
lyr_09938,spa_03123,True
lyr_00585,spa_00585,False
lyr_09450,spa_07654,True
lyr_00227,spa_00227,False
lyr_00128,spa_00128,False
lyr_01424,spa_01424,False
lyr_00306,spa_00306,False
lyr_11223,spa_04943,True
lyr_09917,spa_01423,True
lyr_09575,spa_03657,True
lyr_00080,spa_00080,False
lyr_00734,spa_00734,False
lyr_00354,spa_00354,False
lyr_02018,spa_02018,False
lyr_11274,spa_07648,True
lyr_00546,spa_00546,False
lyr_09463,spa_08625,True
lyr_11050,spa_08503,True
lyr_01608,spa_01608,False
lyr_09607,spa_00272,True
lyr_11196,spa_05496,True
lyr_11289,spa_07630,True
lyr_09545,spa_05471,True
lyr_00637,spa_00637,False
lyr_09576,spa_00026,True
lyr_00086,spa_00086,False
lyr_09539,spa_08350,True
lyr_00374,spa_00374,False
lyr_09938,spa_03122,True
lyr_09547,spa_05471,True
lyr_11286,spa_00554,True
lyr_09526,spa_01989,True
lyr_09620,spa_07620,True
lyr_01849,spa_01849,False
lyr_09937,spa_04497,True
lyr_09936,spa_05755,True
lyr_01341,spa_01341,False
lyr_09538,spa_05583,True
lyr_11192,spa_00025,True
lyr_00442,spa_00442,False
lyr_09938,spa_04633,True
lyr_01414,spa_01414,False
lyr_09576,spa_07655,True
lyr_01985,spa_01985,False
lyr_01371,spa_01371,False
lyr_09545,spa_04490,True
lyr_00871,spa_00871,False
lyr_09476,spa_08218,True
lyr_00215,spa_00215,False
lyr_01270,spa_01270,False
lyr_01692,spa_01692,False
lyr_09547,spa_07629,True
lyr_09526,spa_09181,True
lyr_09947,spa_08189,True
lyr_01011,spa_01011,False
lyr_09933,spa_03657,True
lyr_01782,spa_01782,False
lyr_00350,spa_00350,False
lyr_01636,spa_01636,False
lyr_02033,spa_02033,False
lyr_00062,spa_00062,False
lyr_01438,spa_01438,False
lyr_11205,spa_05187,True
lyr_09575,spa_07648,True
lyr_09938,spa_01423,True
lyr_00771,spa_00771,False
lyr_00246,spa_00246,False
lyr_09536,spa_08610,True
lyr_09552,spa_05075,True
lyr_09467,spa_08608,True
lyr_09462,spa_04484,True
lyr_09917,spa_03184,True
lyr_11275,spa_02690,True
lyr_00040,spa_00040,False
lyr_02240,spa_02240,False
lyr_09461,spa_03198,True
lyr_09450,spa_07922,True
lyr_00970,spa_00970,False
lyr_01546,spa_01546,False
lyr_01772,spa_01772,False
lyr_09576,spa_09339,True
lyr_09536,spa_01252,True
lyr_11279,spa_04819,True
lyr_01067,spa_01067,False
lyr_09619,spa_03145,True
lyr_01338,spa_01338,False
lyr_00351,spa_00351,False
lyr_00066,spa_00066,False
lyr_09526,spa_01721,True
lyr_09547,spa_01822,True
lyr_09526,spa_06766,True
lyr_00669,spa_00669,False
lyr_00884,spa_00884,False
lyr_01524,spa_01524,False
lyr_11286,spa_02259,True
lyr_11213,spa_01122,True
lyr_00605,spa_00605,False
lyr_09527,spa_05189,True
lyr_09495,spa_01252,True
lyr_09579,spa_02304,True
lyr_09535,spa_02846,True
lyr_09495,spa_07010,True
lyr_11286,spa_03359,True
lyr_09933,spa_06765,True
lyr_00540,spa_00540,False
lyr_09555,spa_06752,True
lyr_09499,spa_07629,True
lyr_11228,spa_09850,True
lyr_00093,spa_00093,False
lyr_11232,spa_02687,True
lyr_01342,spa_01342,False
lyr_01917,spa_01917,False
lyr_00721,spa_00721,False
lyr_02185,spa_02185,False
lyr_01073,spa_01073,False
lyr_11188,spa_06595,True
lyr_11232,spa_04122,True
lyr_09476,spa_01544,True
lyr_09452,spa_09181,True
lyr_00318,spa_00318,False
lyr_09450,spa_01970,True
lyr_09559,spa_05496,True
lyr_11193,spa_00267,True
lyr_02084,spa_02084,False
lyr_01109,spa_01109,False
lyr_09495,spa_05459,True
lyr_01492,spa_01492,False
lyr_01703,spa_01703,False
lyr_09623,spa_01252,True
lyr_01066,spa_01066,False
lyr_00228,spa_00228,False
lyr_01294,spa_01294,False
lyr_09501,spa_08189,True
lyr_01728,spa_01728,False
lyr_09452,spa_01725,True
lyr_11289,spa_05471,True
lyr_09547,spa_08804,True
lyr_09481,spa_05496,True
lyr_09423,spa_09652,True
lyr_09452,spa_07010,True
lyr_00120,spa_00120,False
lyr_09527,spa_10000,True
lyr_11218,spa_03316,True
lyr_00449,spa_00449,False
lyr_09481,spa_03959,True
lyr_09499,spa_07019,True
lyr_09476,spa_09828,True
lyr_01522,spa_01522,False
lyr_09500,spa_01260,True
lyr_09547,spa_01970,True
lyr_09552,spa_09994,True
lyr_01966,spa_01966,False
lyr_01122,spa_01122,False
lyr_11274,spa_09195,True
lyr_09609,spa_03506,True
lyr_11275,spa_01544,True
lyr_00909,spa_00909,False
lyr_09619,spa_07629,True
lyr_01614,spa_01614,False
lyr_00082,spa_00082,False
lyr_09539,spa_05983,True
lyr_01339,spa_01339,False
lyr_09495,spa_08804,True
lyr_09495,spa_00076,True
lyr_09623,spa_09181,True
lyr_01593,spa_01593,False
lyr_00791,spa_00791,False
lyr_09947,spa_07010,True
lyr_09947,spa_08610,True
lyr_00141,spa_00141,False
lyr_09936,spa_06040,True
lyr_09575,spa_08218,True
lyr_01440,spa_01440,False
lyr_02096,spa_02096,False
lyr_01794,spa_01794,False
lyr_09469,spa_04795,True
lyr_11286,spa_01253,True
lyr_11196,spa_06484,True
lyr_09476,spa_01422,True
lyr_11209,spa_04632,True
lyr_09457,spa_03316,True
lyr_00297,spa_00297,False
lyr_00984,spa_00984,False
lyr_01670,spa_01670,False
lyr_11281,spa_06732,True
lyr_11289,spa_01721,True
lyr_09499,spa_02259,True
lyr_09620,spa_03184,True
lyr_09499,spa_06766,True
lyr_09947,spa_05471,True
lyr_09523,spa_05983,True
lyr_09590,spa_01829,True
lyr_11289,spa_07019,True
lyr_09446,spa_00328,True
lyr_09501,spa_03421,True
lyr_00833,spa_00833,False
lyr_09947,spa_02259,True
lyr_01426,spa_01426,False
lyr_00690,spa_00690,False
lyr_09463,spa_00438,True
lyr_09620,spa_02842,True
lyr_02117,spa_02117,False
lyr_09452,spa_06595,True
lyr_09620,spa_08904,True
lyr_09526,spa_04121,True
lyr_00002,spa_00002,False
lyr_01980,spa_01980,False
lyr_09545,spa_03421,True
lyr_00499,spa_00499,False
lyr_01309,spa_01309,False
lyr_09499,spa_01970,True
lyr_00709,spa_00709,False
lyr_01496,spa_01496,False
lyr_11092,spa_00588,True
lyr_09450,spa_02820,True
lyr_11235,spa_06650,True
lyr_10973,spa_08503,True
lyr_01561,spa_01561,False
lyr_09539,spa_08189,True
lyr_09538,spa_07472,True
lyr_11193,spa_08904,True
lyr_00191,spa_00191,False
lyr_09499,spa_10000,True
lyr_11294,spa_05986,True
lyr_02282,spa_02282,False
lyr_01890,spa_01890,False
lyr_01373,spa_01373,False
lyr_01328,spa_01328,False
lyr_00910,spa_00910,False
lyr_01148,spa_01148,False
lyr_00914,spa_00914,False
lyr_01923,spa_01923,False
lyr_09463,spa_03198,True
lyr_09499,spa_06738,True
lyr_11275,spa_06765,True
lyr_02227,spa_02227,False
lyr_09926,spa_01821,True
lyr_09501,spa_01252,True
lyr_09947,spa_01725,True
lyr_09576,spa_05662,True
lyr_02023,spa_02023,False
lyr_01568,spa_01568,False
lyr_09933,spa_04633,True
lyr_01241,spa_01241,False
lyr_09539,spa_08608,True
lyr_01541,spa_01541,False
lyr_09539,spa_09181,True
lyr_01888,spa_01888,False
lyr_01280,spa_01280,False
lyr_09523,spa_08804,True
lyr_09547,spa_09994,True
lyr_09545,spa_02820,True
lyr_09531,spa_05075,True
lyr_09536,spa_09021,True
lyr_00517,spa_00517,False
lyr_09425,spa_00267,True
lyr_11263,spa_06471,True
lyr_09604,spa_02637,True
lyr_02116,spa_02116,False
lyr_09597,spa_05075,True
lyr_01592,spa_01592,False
lyr_00620,spa_00620,False
lyr_11198,spa_04795,True
lyr_01209,spa_01209,False
lyr_01936,spa_01936,False
lyr_01847,spa_01847,False
lyr_11232,spa_09339,True
lyr_09917,spa_06649,True
lyr_01926,spa_01926,False
lyr_11232,spa_05662,True
lyr_11209,spa_00026,True
lyr_01788,spa_01788,False
lyr_01421,spa_01421,False
lyr_00091,spa_00091,False
lyr_02224,spa_02224,False
lyr_09597,spa_10000,True
lyr_01724,spa_01724,False
lyr_11278,spa_05844,True
lyr_01219,spa_01219,False
lyr_09547,spa_07019,True
lyr_01700,spa_01700,False
lyr_00852,spa_00852,False
lyr_00956,spa_00956,False
lyr_01779,spa_01779,False
lyr_01114,spa_01114,False
lyr_01346,spa_01346,False
lyr_11209,spa_06765,True
lyr_09545,spa_05459,True
lyr_01882,spa_01882,False
lyr_00197,spa_00197,False
lyr_09946,spa_06060,True
lyr_09536,spa_09994,True
lyr_01709,spa_01709,False
lyr_00831,spa_00831,False
lyr_01698,spa_01698,False
lyr_09536,spa_02820,True
lyr_00399,spa_00399,False
lyr_00544,spa_00544,False
lyr_09535,spa_01245,True
lyr_11272,spa_00265,True
lyr_09620,spa_02690,True
lyr_11198,spa_01597,True
lyr_00494,spa_00494,False
lyr_01690,spa_01690,False
lyr_11289,spa_07654,True
lyr_01399,spa_01399,False
lyr_09940,spa_09828,True
lyr_00570,spa_00570,False
lyr_09559,spa_08101,True
lyr_09539,spa_05189,True
lyr_11209,spa_00625,True
lyr_09545,spa_06766,True
lyr_02124,spa_02124,False
lyr_09552,spa_08189,True
lyr_11286,spa_05459,True
lyr_11218,spa_04473,True
lyr_09425,spa_09828,True
lyr_11246,spa_08803,True
lyr_09552,spa_07654,True
lyr_09450,spa_00554,True
lyr_00804,spa_00804,False
lyr_11289,spa_08608,True
lyr_11284,spa_02843,True
lyr_01974,spa_01974,False
lyr_02196,spa_02196,False
lyr_00596,spa_00596,False
lyr_11217,spa_08609,True
lyr_11289,spa_05189,True
lyr_02271,spa_02271,False
lyr_09575,spa_07649,True
lyr_00131,spa_00131,False
lyr_00997,spa_00997,False
lyr_11193,spa_06649,True
lyr_09450,spa_09181,True
lyr_09575,spa_07014,True
lyr_00338,spa_00338,False
lyr_00719,spa_00719,False
lyr_09457,spa_04795,True
lyr_09552,spa_05189,True
lyr_09431,spa_06484,True
lyr_01649,spa_01649,False
lyr_01133,spa_01133,False
lyr_00328,spa_00328,False
lyr_01586,spa_01586,False
lyr_00248,spa_00248,False
lyr_00816,spa_00816,False
lyr_01912,spa_01912,False
lyr_01665,spa_01665,False
lyr_09576,spa_03286,True
lyr_02176,spa_02176,False
lyr_10999,spa_03675,True
lyr_11238,spa_08946,True
lyr_09436,spa_00447,True
lyr_01035,spa_01035,False
lyr_11217,spa_08214,True
lyr_01313,spa_01313,False
lyr_09539,spa_01989,True
lyr_11286,spa_06738,True
lyr_09940,spa_05662,True
lyr_00047,spa_00047,False
lyr_09536,spa_08804,True
lyr_11209,spa_07648,True
lyr_01631,spa_01631,False
lyr_00839,spa_00839,False
lyr_00889,spa_00889,False
lyr_09450,spa_07010,True
lyr_09576,spa_07648,True
lyr_09423,spa_08348,True
lyr_09444,spa_06350,True
lyr_09461,spa_08615,True
lyr_00023,spa_00023,False
lyr_09620,spa_03657,True
lyr_09623,spa_02685,True
lyr_01652,spa_01652,False
lyr_02007,spa_02007,False
lyr_09526,spa_02685,True
lyr_01044,spa_01044,False
lyr_09597,spa_01252,True
lyr_09938,spa_09828,True
lyr_00394,spa_00394,False
lyr_00520,spa_00520,False
lyr_00823,spa_00823,False
lyr_09549,spa_03506,True
lyr_11289,spa_06738,True
lyr_01378,spa_01378,False
lyr_09476,spa_00267,True
lyr_09526,spa_05459,True
lyr_11232,spa_03657,True
lyr_11286,spa_08350,True
lyr_11274,spa_07655,True
lyr_00450,spa_00450,False
lyr_09545,spa_05983,True
lyr_00692,spa_00692,False
lyr_00279,spa_00279,False
lyr_02065,spa_02065,False
lyr_01803,spa_01803,False
lyr_01419,spa_01419,False
lyr_09576,spa_05194,True
lyr_09495,spa_10000,True
lyr_09461,spa_09990,True
lyr_11281,spa_05550,True
lyr_09918,spa_09991,True
lyr_11058,spa_08503,True
lyr_11193,spa_05098,True
lyr_01976,spa_01976,False
lyr_02219,spa_02219,False
lyr_09450,spa_08610,True
lyr_09539,spa_05459,True
lyr_01168,spa_01168,False
lyr_09467,spa_09994,True
lyr_11259,spa_06762,True
lyr_09938,spa_00026,True
lyr_11242,spa_01597,True
lyr_01435,spa_01435,False
lyr_09619,spa_01721,True
lyr_09933,spa_09339,True
lyr_11235,spa_01544,True
lyr_00429,spa_00429,False
lyr_00398,spa_00398,False
lyr_00363,spa_00363,False
lyr_09450,spa_06766,True
lyr_11190,spa_06764,True
lyr_01098,spa_01098,False
lyr_01909,spa_01909,False
lyr_01128,spa_01128,False
lyr_00064,spa_00064,False
lyr_01910,spa_01910,False
lyr_00878,spa_00878,False
lyr_09947,spa_07630,True
lyr_01630,spa_01630,False
lyr_02104,spa_02104,False
lyr_11193,spa_06765,True
lyr_01446,spa_01446,False
lyr_11001,spa_00588,True
lyr_01257,spa_01257,False
lyr_09576,spa_03657,True
lyr_11279,spa_06561,True
lyr_09575,spa_03131,True
lyr_11275,spa_08191,True
lyr_00330,spa_00330,False
lyr_11286,spa_09021,True
lyr_11188,spa_05983,True
lyr_09597,spa_00554,True
lyr_01810,spa_01810,False
lyr_09527,spa_09181,True
lyr_11047,spa_00588,True
lyr_01142,spa_01142,False
lyr_01055,spa_01055,False
lyr_09947,spa_07922,True
lyr_00801,spa_00801,False
lyr_09501,spa_01822,True
lyr_00194,spa_00194,False
lyr_09615,spa_08616,True
lyr_02069,spa_02069,False
lyr_00758,spa_00758,False
lyr_01792,spa_01792,False
lyr_09947,spa_10000,True
lyr_11217,spa_04497,True
lyr_09481,spa_06484,True
lyr_00431,spa_00431,False
lyr_00838,spa_00838,False
lyr_09498,spa_06734,True
lyr_09938,spa_08904,True
lyr_09499,spa_01989,True
lyr_01379,spa_01379,False
lyr_00170,spa_00170,False
lyr_00232,spa_00232,False
lyr_00754,spa_00754,False
lyr_09933,spa_03122,True
lyr_01271,spa_01271,False
lyr_01648,spa_01648,False
lyr_09531,spa_00076,True
lyr_02165,spa_02165,False
lyr_09463,spa_01829,True
lyr_00592,spa_00592,False
lyr_09947,spa_02820,True
lyr_09425,spa_04835,True
lyr_00163,spa_00163,False
lyr_09940,spa_09195,True
lyr_01894,spa_01894,False
lyr_00085,spa_00085,False
lyr_00341,spa_00341,False
lyr_01580,spa_01580,False
lyr_09545,spa_06737,True
lyr_11116,spa_00588,True
lyr_09547,spa_05075,True
lyr_01430,spa_01430,False
lyr_09620,spa_03131,True
lyr_01504,spa_01504,False
lyr_00715,spa_00715,False
lyr_09623,spa_03421,True
lyr_01425,spa_01425,False
lyr_01475,spa_01475,False
lyr_09619,spa_01252,True
lyr_01823,spa_01823,False
lyr_09536,spa_07019,True
lyr_01387,spa_01387,False
lyr_01488,spa_01488,False
lyr_11218,spa_08013,True
lyr_09917,spa_08191,True
lyr_09457,spa_08190,True
lyr_01292,spa_01292,False
lyr_09603,spa_04163,True
lyr_09536,spa_08608,True
lyr_01491,spa_01491,False
lyr_11235,spa_07648,True
lyr_09547,spa_05983,True
lyr_00415,spa_00415,False
lyr_09461,spa_08351,True
lyr_01506,spa_01506,False
lyr_01726,spa_01726,False
lyr_01108,spa_01108,False
lyr_02149,spa_02149,False
lyr_09493,spa_04483,True
lyr_01319,spa_01319,False
lyr_11289,spa_01970,True
lyr_01711,spa_01711,False
lyr_01510,spa_01510,False
lyr_00292,spa_00292,False
lyr_01889,spa_01889,False
lyr_11047,spa_06917,True
lyr_09467,spa_03145,True
lyr_09495,spa_08610,True
lyr_09523,spa_01721,True
lyr_09607,spa_05662,True
lyr_01154,spa_01154,False
lyr_09552,spa_06766,True
lyr_09576,spa_00272,True
lyr_09486,spa_05664,True
lyr_09545,spa_01252,True
lyr_11252,spa_01122,True
lyr_09938,spa_00625,True
lyr_09940,spa_03184,True
lyr_00222,spa_00222,False
lyr_00497,spa_00497,False
lyr_09523,spa_08608,True
lyr_01151,spa_01151,False
lyr_00352,spa_00352,False
lyr_00898,spa_00898,False
lyr_09575,spa_02687,True
lyr_02085,spa_02085,False
lyr_00678,spa_00678,False
lyr_01907,spa_01907,False
lyr_01547,spa_01547,False
lyr_09940,spa_03131,True
lyr_11188,spa_03145,True
lyr_00385,spa_00385,False
lyr_11188,spa_08608,True
lyr_09619,spa_05459,True
lyr_09918,spa_06397,True
lyr_00857,spa_00857,False
lyr_01838,spa_01838,False
lyr_01015,spa_01015,False
lyr_00008,spa_00008,False
lyr_01406,spa_01406,False
lyr_00185,spa_00185,False
lyr_00529,spa_00529,False
lyr_09527,spa_08608,True
lyr_01482,spa_01482,False
lyr_09620,spa_09828,True
lyr_09933,spa_05662,True
lyr_00772,spa_00772,False
lyr_00920,spa_00920,False
lyr_00258,spa_00258,False
lyr_09531,spa_01721,True
lyr_09476,spa_01543,True
lyr_02164,spa_02164,False
lyr_09526,spa_08610,True
lyr_09597,spa_02820,True
lyr_09607,spa_02690,True
lyr_09947,spa_01822,True
lyr_09476,spa_04122,True
lyr_01844,spa_01844,False
lyr_01345,spa_01345,False
lyr_09501,spa_03359,True
lyr_09552,spa_02685,True
lyr_00049,spa_00049,False
lyr_11193,spa_04122,True
lyr_09523,spa_05471,True
lyr_01783,spa_01783,False
lyr_02295,spa_02295,False
lyr_00527,spa_00527,False
lyr_00075,spa_00075,False
lyr_00072,spa_00072,False
lyr_01467,spa_01467,False
lyr_01678,spa_01678,False
lyr_09938,spa_01544,True
lyr_02237,spa_02237,False
