"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","0-MusicSongNameComparatorLevenshtein-record1Value","0-MusicSongNameComparatorLevenshtein-record2Value","0-MusicSongNameComparatorLevenshtein-record1PreprocessedValue","0-MusicSongNameComparatorLevenshtein-record2PreprocessedValue","0-MusicSongNameComparatorLevenshtein-similarity","0-MusicSongNameComparatorLevenshtein-postproccesedSimilarity","1-MusicSongNameComparatorJaccard-record1Value","1-MusicSongNameComparatorJaccard-record2Value","1-MusicSongNameComparatorJaccard-record1PreprocessedValue","1-MusicSongNameComparatorJaccard-record2PreprocessedValue","1-MusicSongNameComparatorJaccard-similarity","1-MusicSongNameComparatorJaccard-postproccesedSimilarity"
"LinearCombinationMatchingRule","lyr_04525","mil_0119","0.1",,"Storms","Stand!","Storms","Stand!","0.33333333333333337","0.33333333333333337","Storms","Stand!","Storms","Stand!","0.0","0.0"
"LinearCombinationMatchingRule","lyr_03949","mil_4399","0.255",,"Something In The Air","Something In The Way","Something In The Air","Something In The Way","0.85","0.85","Something In The Air","Something In The Way","Something In The Air","Something In The Way","0.6","0.0"
"LinearCombinationMatchingRule","lyr_04552","mil_3771","0.1285714285714286",,"Freedom","Fresh","Freedom","Fresh","0.4285714285714286","0.4285714285714286","Freedom","Fresh","Freedom","Fresh","0.0","0.0"
"LinearCombinationMatchingRule","lyr_00492","mil_2809","0.0642857142857143",,"Temptation","Teddybearmusic","Temptation","Teddybearmusic","0.2142857142857143","0.2142857142857143","Temptation","Teddybearmusic","Temptation","Teddybearmusic","0.0","0.0"
"LinearCombinationMatchingRule","lyr_08242","mil_3918","0.2",,"Welcome To The Jungle","Welcome To The Working Week","Welcome To The Jungle","Welcome To The Working Week","0.6666666666666667","0.6666666666666667","Welcome To The Jungle","Welcome To The Working Week","Welcome To The Jungle","Welcome To The Working Week","0.5","0.0"
"LinearCombinationMatchingRule","lyr_13570","mil_0826","0.13333333333333333",,"Balaclava","Balulalow","Balaclava","Balulalow","0.4444444444444444","0.4444444444444444","Balaclava","Balulalow","Balaclava","Balulalow","0.0","0.0"
"LinearCombinationMatchingRule","lyr_12508","mil_1143","0.1",,"Tinderbox","Tightrope","Tinderbox","Tightrope","0.33333333333333337","0.33333333333333337","Tinderbox","Tightrope","Tinderbox","Tightrope","0.0","0.0"
"LinearCombinationMatchingRule","lyr_00963","mil_0642","0.06666666666666667",,"Belle","Beautiful","Belle","Beautiful","0.2222222222222222","0.2222222222222222","Belle","Beautiful","Belle","Beautiful","0.0","0.0"
"LinearCombinationMatchingRule","lyr_11348","mil_3488","0.3",,"Take Your Time","Take Your Time","Take Your Time","Take Your Time","1.0","1.0","Take Your Time","Take Your Time","Take Your Time","Take Your Time","1.0","0.0"
"LinearCombinationMatchingRule","lyr_10945","mil_3595","0.12",,"Alive","Alma","Alive","Alma","0.4","0.4","Alive","Alma","Alive","Alma","0.0","0.0"
"LinearCombinationMatchingRule","lyr_13538","mil_2874","0.18461538461538463",,"Cornerstone","Conversations","Cornerstone","Conversations","0.6153846153846154","0.6153846153846154","Cornerstone","Conversations","Cornerstone","Conversations","0.0","0.0"
"LinearCombinationMatchingRule","lyr_01211","mil_4365","0.06666666666666667",,"Beautiful","Ben","Beautiful","Ben","0.2222222222222222","0.2222222222222222","Beautiful","Ben","Beautiful","Ben","0.0","0.0"
"LinearCombinationMatchingRule","lyr_02750","mil_3096","0.3",,"Stop Breakin Down Blues","Stop Breakin Down Blues","Stop Breakin Down Blues","Stop Breakin Down Blues","1.0","1.0","Stop Breakin Down Blues","Stop Breakin Down Blues","Stop Breakin Down Blues","Stop Breakin Down Blues","1.0","0.0"
"LinearCombinationMatchingRule","lyr_04532","mil_0179","0.0857142857142857",,"Come","Cowboys","Come","Cowboys","0.2857142857142857","0.2857142857142857","Come","Cowboys","Come","Cowboys","0.0","0.0"
"LinearCombinationMatchingRule","lyr_11817","mil_1766","0.075",,"Renegade","Revolver","Renegade","Revolver","0.25","0.25","Renegade","Revolver","Renegade","Revolver","0.0","0.0"
"LinearCombinationMatchingRule","lyr_03733","mil_3671","0.24545454545454543",,"In My Head","In My Heart","In My Head","In My Heart","0.8181818181818181","0.8181818181818181","In My Head","In My Heart","In My Head","In My Heart","0.5","0.0"
"LinearCombinationMatchingRule","lyr_04982","mil_2471","0.06666666666666667",,"Burning","Butterfly","Burning","Butterfly","0.2222222222222222","0.2222222222222222","Burning","Butterfly","Burning","Butterfly","0.0","0.0"
"LinearCombinationMatchingRule","lyr_13922","mil_2302","0.09000000000000001",,"Relax","Resolution","Relax","Resolution","0.30000000000000004","0.30000000000000004","Relax","Resolution","Relax","Resolution","0.0","0.0"
"LinearCombinationMatchingRule","lyr_06414","mil_1243","0.2793103448275862",,"You Really Got A Hold On Me","Youve Really Got A Hold On Me","You Really Got A Hold On Me","Youve Really Got A Hold On Me","0.9310344827586207","0.9310344827586207","You Really Got A Hold On Me","Youve Really Got A Hold On Me","You Really Got A Hold On Me","Youve Really Got A Hold On Me","0.75","0.0"
"LinearCombinationMatchingRule","lyr_06535","mil_1071","0.09000000000000001",,"Stay","Strappings","Stay","Strappings","0.30000000000000004","0.30000000000000004","Stay","Strappings","Stay","Strappings","0.0","0.0"
"LinearCombinationMatchingRule","lyr_01583","mil_0968","0.18",,"Pain","Pariz","Pain","Pariz","0.6","0.6","Pain","Pariz","Pain","Pariz","0.0","0.0"
"LinearCombinationMatchingRule","lyr_06515","mil_0916","0.15",,"Steady","Stranded","Steady","Stranded","0.5","0.5","Steady","Stranded","Steady","Stranded","0.0","0.0"
"LinearCombinationMatchingRule","lyr_00269","mil_0099","0.15",,"Bangladesh","Bailamos","Bangladesh","Bailamos","0.5","0.5","Bangladesh","Bailamos","Bangladesh","Bailamos","0.0","0.0"
"LinearCombinationMatchingRule","lyr_01506","mil_4266","0.0818181818181818",,"Declaration","Desire","Declaration","Desire","0.2727272727272727","0.2727272727272727","Declaration","Desire","Declaration","Desire","0.0","0.0"
"LinearCombinationMatchingRule","lyr_12966","mil_1185","0.11249999999999999",,"Cameo","Carousel","Cameo","Carousel","0.375","0.375","Cameo","Carousel","Cameo","Carousel","0.0","0.0"
"LinearCombinationMatchingRule","lyr_02690","mil_4773","0.1285714285714286",,"Tonight","Touch","Tonight","Touch","0.4285714285714286","0.4285714285714286","Tonight","Touch","Tonight","Touch","0.0","0.0"
"LinearCombinationMatchingRule","lyr_04194","mil_0838","0.1",,"What In The World","Whos In The Strawberry Patch With Sally","What In The World","Whos In The Strawberry Patch With Sally","0.33333333333333337","0.33333333333333337","What In The World","Whos In The Strawberry Patch With Sally","What In The World","Whos In The Strawberry Patch With Sally","0.2222222222222222","0.0"
"LinearCombinationMatchingRule","lyr_03964","mil_2094","0.12",,"Stateside","Starfucker","Stateside","Starfucker","0.4","0.4","Stateside","Starfucker","Stateside","Starfucker","0.0","0.0"
"LinearCombinationMatchingRule","lyr_06000","mil_4750","0.2727272727272727",,"Be My Lover","Be My Love","Be My Lover","Be My Love","0.9090909090909091","0.9090909090909091","Be My Lover","Be My Love","Be My Lover","Be My Love","0.5","0.0"
"LinearCombinationMatchingRule","lyr_08212","mil_2287","0.13548387096774195",,"I Just Want To Make Love To You","I Just Wanna Be Mad","I Just Want To Make Love To You","I Just Wanna Be Mad","0.4516129032258065","0.4516129032258065","I Just Want To Make Love To You","I Just Wanna Be Mad","I Just Want To Make Love To You","I Just Wanna Be Mad","0.2","0.0"
"LinearCombinationMatchingRule","lyr_13154","mil_4329","0.0857142857142857",,"Shout","Shivers","Shout","Shivers","0.2857142857142857","0.2857142857142857","Shout","Shivers","Shout","Shivers","0.0","0.0"
"LinearCombinationMatchingRule","lyr_10995","mil_3837","0.17307692307692304",,"If You Want My Love","If You Wanna Get To Heaven","If You Want My Love","If You Wanna Get To Heaven","0.5769230769230769","0.5769230769230769","If You Want My Love","If You Wanna Get To Heaven","If You Want My Love","If You Wanna Get To Heaven","0.2222222222222222","0.0"
"LinearCombinationMatchingRule","lyr_10023","mil_4482","0.0857142857142857",,"Bonfire","Bomba","Bonfire","Bomba","0.2857142857142857","0.2857142857142857","Bonfire","Bomba","Bonfire","Bomba","0.0","0.0"
"LinearCombinationMatchingRule","lyr_07080","mil_4377","0.17499999999999996",,"Lovely Day","Lonesome Day","Lovely Day","Lonesome Day","0.5833333333333333","0.5833333333333333","Lovely Day","Lonesome Day","Lovely Day","Lonesome Day","0.3333333333333333","0.0"
"LinearCombinationMatchingRule","lyr_04226","mil_4608","0.0857142857142857",,"Reality","Refugee","Reality","Refugee","0.2857142857142857","0.2857142857142857","Reality","Refugee","Reality","Refugee","0.0","0.0"
"LinearCombinationMatchingRule","lyr_07579","mil_0308","0.13333333333333333",,"Nostalgia","Nomalizo","Nostalgia","Nomalizo","0.4444444444444444","0.4444444444444444","Nostalgia","Nomalizo","Nostalgia","Nomalizo","0.0","0.0"
"LinearCombinationMatchingRule","lyr_11085","mil_3010","0.1",,"Voices","Volvo","Voices","Volvo","0.33333333333333337","0.33333333333333337","Voices","Volvo","Voices","Volvo","0.0","0.0"
"LinearCombinationMatchingRule","lyr_12849","mil_0538","0.1",,"Daniel","Darwin","Daniel","Darwin","0.33333333333333337","0.33333333333333337","Daniel","Darwin","Daniel","Darwin","0.0","0.0"
"LinearCombinationMatchingRule","lyr_06835","mil_4111","0.06666666666666667",,"Brother","Breakdown","Brother","Breakdown","0.2222222222222222","0.2222222222222222","Brother","Breakdown","Brother","Breakdown","0.0","0.0"
"LinearCombinationMatchingRule","lyr_00030","mil_3157","0.11249999999999999",,"Unseen","Unicorns","Unseen","Unicorns","0.375","0.375","Unseen","Unicorns","Unseen","Unicorns","0.0","0.0"
"LinearCombinationMatchingRule","lyr_00323","mil_4225","0.1",,"Badge","Batman","Badge","Batman","0.33333333333333337","0.33333333333333337","Badge","Batman","Badge","Batman","0.0","0.0"
"LinearCombinationMatchingRule","lyr_00224","mil_4690","0.3",,"Runaway","Runaway","Runaway","Runaway","1.0","1.0","Runaway","Runaway","Runaway","Runaway","1.0","0.0"
"LinearCombinationMatchingRule","lyr_11979","mil_3402","0.12",,"Soap","South","Soap","South","0.4","0.4","Soap","South","Soap","South","0.0","0.0"
"LinearCombinationMatchingRule","lyr_01226","mil_1767","0.09000000000000001",,"Locomotion","Lovergirl","Locomotion","Lovergirl","0.30000000000000004","0.30000000000000004","Locomotion","Lovergirl","Locomotion","Lovergirl","0.0","0.0"
"LinearCombinationMatchingRule","lyr_09983","mil_2794","0.05454545454545453",,"Whistlestar","Why?","Whistlestar","Why?","0.18181818181818177","0.18181818181818177","Whistlestar","Why?","Whistlestar","Why?","0.0","0.0"
"LinearCombinationMatchingRule","lyr_02862","mil_1152","0.09000000000000001",,"Heaven","Heartworld","Heaven","Heartworld","0.30000000000000004","0.30000000000000004","Heaven","Heartworld","Heaven","Heartworld","0.0","0.0"
"LinearCombinationMatchingRule","lyr_13926","mil_3789","0.2625",,"Dreaming","Dreamin","Dreaming","Dreamin","0.875","0.875","Dreaming","Dreamin","Dreaming","Dreamin","0.0","0.0"
"LinearCombinationMatchingRule","lyr_09935","mil_2639","0.075",,"Adorable","Addicted","Adorable","Addicted","0.25","0.25","Adorable","Addicted","Adorable","Addicted","0.0","0.0"
"LinearCombinationMatchingRule","lyr_06437","mil_3102","0.3",,"Shine","Shine","Shine","Shine","1.0","1.0","Shine","Shine","Shine","Shine","1.0","0.0"
"LinearCombinationMatchingRule","lyr_13682","mil_3364","0.15",,"Mirame","Mila","Mirame","Mila","0.5","0.5","Mirame","Mila","Mirame","Mila","0.0","0.0"
"LinearCombinationMatchingRule","lyr_13026","mil_3635","0.1285714285714286",,"Shout","Shatter","Shout","Shatter","0.4285714285714286","0.4285714285714286","Shout","Shatter","Shout","Shatter","0.0","0.0"
"LinearCombinationMatchingRule","lyr_13814","mil_4147","0.1285714285714286",,"I Got You I Feel Good","I Got You","I Got You I Feel Good","I Got You","0.4285714285714286","0.4285714285714286","I Got You I Feel Good","I Got You","I Got You I Feel Good","I Got You","0.6","0.0"
"LinearCombinationMatchingRule","lyr_10878","mil_3716","0.1",,"Push","Punjabneh","Push","Punjabneh","0.33333333333333337","0.33333333333333337","Push","Punjabneh","Push","Punjabneh","0.0","0.0"
"LinearCombinationMatchingRule","lyr_02695","mil_2305","0.3",,"Hand To Mouth","Hand To Mouth","Hand To Mouth","Hand To Mouth","1.0","1.0","Hand To Mouth","Hand To Mouth","Hand To Mouth","Hand To Mouth","1.0","0.0"
"LinearCombinationMatchingRule","lyr_09855","mil_3367","0.18",,"Joe","Josie","Joe","Josie","0.6","0.6","Joe","Josie","Joe","Josie","0.0","0.0"
"LinearCombinationMatchingRule","lyr_11979","mil_3633","0.075",,"Soap","Solitude","Soap","Solitude","0.25","0.25","Soap","Solitude","Soap","Solitude","0.0","0.0"
"LinearCombinationMatchingRule","lyr_00179","mil_3347","0.075",,"Spoonful","Sparkle","Spoonful","Sparkle","0.25","0.25","Spoonful","Sparkle","Spoonful","Sparkle","0.0","0.0"
"LinearCombinationMatchingRule","lyr_10938","mil_4686","0.15",,"Lament","Lately","Lament","Lately","0.5","0.5","Lament","Lately","Lament","Lately","0.0","0.0"
"LinearCombinationMatchingRule","lyr_13737","mil_2060","0.13333333333333333",,"Denis","Deathwish","Denis","Deathwish","0.4444444444444444","0.4444444444444444","Denis","Deathwish","Denis","Deathwish","0.0","0.0"
"LinearCombinationMatchingRule","lyr_10027","mil_3046","0.1285714285714286",,"Trouble","Trilby","Trouble","Trilby","0.4285714285714286","0.4285714285714286","Trouble","Trilby","Trouble","Trilby","0.0","0.0"
"LinearCombinationMatchingRule","lyr_13483","mil_0480","0.1285714285714286",,"Gravity","Grace","Gravity","Grace","0.4285714285714286","0.4285714285714286","Gravity","Grace","Gravity","Grace","0.0","0.0"
"LinearCombinationMatchingRule","lyr_13138","mil_1922","0.09000000000000001",,"Corrupt","Commercial","Corrupt","Commercial","0.30000000000000004","0.30000000000000004","Corrupt","Commercial","Corrupt","Commercial","0.0","0.0"
"LinearCombinationMatchingRule","lyr_01109","mil_1887","0.15",,"Standing In The Rain","Street In The City","Standing In The Rain","Street In The City","0.5","0.5","Standing In The Rain","Street In The City","Standing In The Rain","Street In The City","0.3333333333333333","0.0"
"LinearCombinationMatchingRule","lyr_10741","mil_0425","0.1285714285714286",,"Bare","Battery","Bare","Battery","0.4285714285714286","0.4285714285714286","Bare","Battery","Bare","Battery","0.0","0.0"
"LinearCombinationMatchingRule","lyr_11170","mil_3004","0.06666666666666667",,"Sometimes","Soon","Sometimes","Soon","0.2222222222222222","0.2222222222222222","Sometimes","Soon","Sometimes","Soon","0.0","0.0"
"LinearCombinationMatchingRule","lyr_11078","mil_4310","0.11249999999999999",,"Lookout","Lovesong","Lookout","Lovesong","0.375","0.375","Lookout","Lovesong","Lookout","Lovesong","0.0","0.0"
"LinearCombinationMatchingRule","lyr_12125","mil_0781","0.1",,"Soldier","Socialist","Soldier","Socialist","0.33333333333333337","0.33333333333333337","Soldier","Socialist","Soldier","Socialist","0.0","0.0"
"LinearCombinationMatchingRule","lyr_10735","mil_0305","0.1",,"Bananafishbones","Baltimore","Bananafishbones","Baltimore","0.33333333333333337","0.33333333333333337","Bananafishbones","Baltimore","Bananafishbones","Baltimore","0.0","0.0"
"LinearCombinationMatchingRule","lyr_06878","mil_0621","0.06666666666666667",,"Derelict","Destroyer","Derelict","Destroyer","0.2222222222222222","0.2222222222222222","Derelict","Destroyer","Derelict","Destroyer","0.0","0.0"
"LinearCombinationMatchingRule","lyr_08011","mil_4208","0.12499999999999999",,"Unbelievable","Universe","Unbelievable","Universe","0.41666666666666663","0.41666666666666663","Unbelievable","Universe","Unbelievable","Universe","0.0","0.0"
"LinearCombinationMatchingRule","lyr_02223","mil_1931","0.1086206896551724",,"You Make Me Feel So Young Frank Sinatra W Charles Aznavour","You Make Me Want To Be A Man","You Make Me Feel So Young Frank Sinatra W Charles Aznavour","You Make Me Want To Be A Man","0.3620689655172413","0.3620689655172413","You Make Me Feel So Young Frank Sinatra W Charles Aznavour","You Make Me Want To Be A Man","You Make Me Feel So Young Frank Sinatra W Charles Aznavour","You Make Me Want To Be A Man","0.1875","0.0"
"LinearCombinationMatchingRule","lyr_13652","mil_0125","0.075",,"Nettles","Nebraska","Nettles","Nebraska","0.25","0.25","Nettles","Nebraska","Nettles","Nebraska","0.0","0.0"
"LinearCombinationMatchingRule","lyr_03488","mil_2228","0.1625",,"If I Was The Priest","If I Was Your Girlfriend","If I Was The Priest","If I Was Your Girlfriend","0.5416666666666667","0.5416666666666667","If I Was The Priest","If I Was Your Girlfriend","If I Was The Priest","If I Was Your Girlfriend","0.42857142857142855","0.0"
"LinearCombinationMatchingRule","lyr_13196","mil_0575","0.1",,"Slow","Sleepwalk","Slow","Sleepwalk","0.33333333333333337","0.33333333333333337","Slow","Sleepwalk","Slow","Sleepwalk","0.0","0.0"
"LinearCombinationMatchingRule","lyr_01891","mil_3058","0.156",,"I Want To Be Free","I Want To Spend The Night","I Want To Be Free","I Want To Spend The Night","0.52","0.52","I Want To Be Free","I Want To Spend The Night","I Want To Be Free","I Want To Spend The Night","0.375","0.0"
"LinearCombinationMatchingRule","lyr_05882","mil_1717","0.1",,"Desperado","Departure","Desperado","Departure","0.33333333333333337","0.33333333333333337","Desperado","Departure","Desperado","Departure","0.0","0.0"
"LinearCombinationMatchingRule","lyr_03340","mil_3652","0.15",,"Deportee","Desire","Deportee","Desire","0.5","0.5","Deportee","Desire","Deportee","Desire","0.0","0.0"
"LinearCombinationMatchingRule","lyr_09313","mil_4114","0.15",,"Clocks","Closer","Clocks","Closer","0.5","0.5","Clocks","Closer","Clocks","Closer","0.0","0.0"
"LinearCombinationMatchingRule","lyr_06473","mil_1015","0.09000000000000001",,"Carey","Carobnjaci","Carey","Carobnjaci","0.30000000000000004","0.30000000000000004","Carey","Carobnjaci","Carey","Carobnjaci","0.0","0.0"
"LinearCombinationMatchingRule","lyr_10939","mil_4310","0.15",,"Lovecats","Lovesong","Lovecats","Lovesong","0.5","0.5","Lovecats","Lovesong","Lovecats","Lovesong","0.0","0.0"
"LinearCombinationMatchingRule","lyr_10683","mil_2189","0.13999999999999999",,"Heroin Face","Heavenly Father","Heroin Face","Heavenly Father","0.4666666666666667","0.4666666666666667","Heroin Face","Heavenly Father","Heroin Face","Heavenly Father","0.0","0.0"
"LinearCombinationMatchingRule","lyr_13822","mil_1342","0.13333333333333333",,"Chrome","Christmas","Chrome","Christmas","0.4444444444444444","0.4444444444444444","Chrome","Christmas","Chrome","Christmas","0.0","0.0"
"LinearCombinationMatchingRule","lyr_05939","mil_4090","0.059999999999999984",,"Novocaine","Nomathemba","Novocaine","Nomathemba","0.19999999999999996","0.19999999999999996","Novocaine","Nomathemba","Novocaine","Nomathemba","0.0","0.0"
