"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","0-MusicSongGenreComparatorLevenshtein-record1Value","0-MusicSongGenreComparatorLevenshtein-record2Value","0-MusicSongGenreComparatorLevenshtein-record1PreprocessedValue","0-MusicSongGenreComparatorLevenshtein-record2PreprocessedValue","0-MusicSongGenreComparatorLevenshtein-similarity","0-MusicSongGenreComparatorLevenshtein-postproccesedSimilarity","1-MusicSongNameComparatorJaccard-record1Value","1-MusicSongNameComparatorJaccard-record2Value","1-MusicSongNameComparatorJaccard-record1PreprocessedValue","1-MusicSongNameComparatorJaccard-record2PreprocessedValue","1-MusicSongNameComparatorJaccard-similarity","1-MusicSongNameComparatorJaccard-postproccesedSimilarity"
"LinearCombinationMatchingRule","lyr_10534","mil_0968","0.04999999999999999",,"Rock","Folk, World, Country","Rock","Folk, World, Country","0.09999999999999998","0.09999999999999998","Payday","Pariz","Payday","Pariz","0.0","0.0"
"LinearCombinationMatchingRule","lyr_13229","mil_4476","0.04545454545454547",,"Pop","Funk / Soul","Pop","Funk / Soul","0.09090909090909094","0.09090909090909094","Sibeling","Single","Sibeling","Single","0.0","0.0"
"LinearCombinationMatchingRule","lyr_12616","mil_1965","0.08695652173913043",,"Rock","Electronic, Funk / Soul","Rock","Electronic, Funk / Soul","0.17391304347826086","0.17391304347826086","Cheldorado","Chutes","Cheldorado","Chutes","0.0","0.0"
"LinearCombinationMatchingRule","lyr_00442","mil_1437","0.04545454545454547",,"Rock","Funk / Soul","Rock","Funk / Soul","0.09090909090909094","0.09090909090909094","Microbes","Missing","Microbes","Missing","0.0","0.0"
"LinearCombinationMatchingRule","lyr_09606","mil_2381","0.2222222222222222",,"Rock","Rock, Pop","Rock","Rock, Pop","0.4444444444444444","0.4444444444444444","Break On Through 2","Bring On The Night","Break On Through 2","Bring On The Night","0.14285714285714285","0.0"
"LinearCombinationMatchingRule","lyr_05969","mil_4068","0.5",,"Rock","Rock","Rock","Rock","1.0","1.0","Trash","Troublemaker","Trash","Troublemaker","0.0","0.0"
"LinearCombinationMatchingRule","lyr_10504","mil_2587","0.04545454545454547",,"Rock","Funk / Soul","Rock","Funk / Soul","0.09090909090909094","0.09090909090909094","When Did I Stop Dreaming","Why Didnt I Think Of That","When Did I Stop Dreaming","Why Didnt I Think Of That","0.1","0.0"
"LinearCombinationMatchingRule","lyr_09410","mil_2612","0.04999999999999999",,"Rock","Folk, World, Country","Rock","Folk, World, Country","0.09999999999999998","0.09999999999999998","Magic","Maida","Magic","Maida","0.0","0.0"
"LinearCombinationMatchingRule","lyr_00856","mil_1233","0.09999999999999998",,"Rock","Electronic","Rock","Electronic","0.19999999999999996","0.19999999999999996","Changes","Changes","Changes","Changes","1.0","0.0"
"LinearCombinationMatchingRule","lyr_02698","mil_1928","0.036585365853658514",,"Pop","Electronic, Rock, Funk / Soul, Blues, Pop","Pop","Electronic, Rock, Funk / Soul, Blues, Pop","0.07317073170731703","0.07317073170731703","I Want Your Sex Part I","I Want Your Sex","I Want Your Sex Part I","I Want Your Sex","0.8","0.0"
"LinearCombinationMatchingRule","lyr_02715","mil_3057","0.036585365853658514",,"Pop","Electronic, Rock, Funk / Soul, Blues, Pop","Pop","Electronic, Rock, Funk / Soul, Blues, Pop","0.07317073170731703","0.07317073170731703","Fastlove","Faith","Fastlove","Faith","0.0","0.0"
"LinearCombinationMatchingRule","lyr_05946","mil_1451","0.04545454545454547",,"Rock","Funk / Soul","Rock","Funk / Soul","0.09090909090909094","0.09090909090909094","Headlines","Hero","Headlines","Hero","0.0","0.0"
"LinearCombinationMatchingRule","lyr_04249","mil_1071","0.5",,"Rock","Rock","Rock","Rock","1.0","1.0","Stay","Strappings","Stay","Strappings","0.0","0.0"
"LinearCombinationMatchingRule","lyr_01922","mil_0520","0.5",,"Rock","Rock","Rock","Rock","1.0","1.0","Crying In The Chapel","Credit In The Straight World","Crying In The Chapel","Credit In The Straight World","0.2857142857142857","0.0"
"LinearCombinationMatchingRule","lyr_07259","mil_1766","0.09999999999999998",,"R & B","Rock","R & B","Rock","0.19999999999999996","0.19999999999999996","Respect","Revolver","Respect","Revolver","0.0","0.0"
"LinearCombinationMatchingRule","lyr_09749","mil_3343","0.0",,"Pop","Reggae","Pop","Reggae","0.0","0.0","Meditation","Me","Meditation","Me","0.0","0.0"
"LinearCombinationMatchingRule","lyr_12657","mil_0962","0.04999999999999999",,"Rock","Folk, World, Country","Rock","Folk, World, Country","0.09999999999999998","0.09999999999999998","Highlander","Hihache","Highlander","Hihache","0.0","0.0"
"LinearCombinationMatchingRule","lyr_12578","mil_1587","0.5",,"Rock","Rock","Rock","Rock","1.0","1.0","Emily","Embryo","Emily","Embryo","0.0","0.0"
"LinearCombinationMatchingRule","lyr_13254","mil_3771","0.04545454545454547",,"Pop","Funk / Soul","Pop","Funk / Soul","0.09090909090909094","0.09090909090909094","Freestate","Fresh","Freestate","Fresh","0.0","0.0"
"LinearCombinationMatchingRule","lyr_02355","mil_4325","0.0",,"Jazz","Folk, World, Country","Jazz","Folk, World, Country","0.0","0.0","Close To You","Close To You","Close To You","Close To You","1.0","0.0"
"LinearCombinationMatchingRule","lyr_12250","mil_1429","0.04545454545454547",,"Rock","Funk / Soul","Rock","Funk / Soul","0.09090909090909094","0.09090909090909094","Ball And Chain","Ball And Chain","Ball And Chain","Ball And Chain","1.0","0.0"
"LinearCombinationMatchingRule","lyr_11988","mil_1614","0.04545454545454547",,"Hip-Hop","Funk / Soul","Hip-Hop","Funk / Soul","0.09090909090909094","0.09090909090909094","I Just Don T Give A Fuck","I Just Dont Understand","I Just Don T Give A Fuck","I Just Dont Understand","0.2222222222222222","0.0"
"LinearCombinationMatchingRule","lyr_01801","mil_2091","0.125",,"Rock","Pop","Rock","Pop","0.25","0.25","Anyone","Anything","Anyone","Anything","0.0","0.0"
"LinearCombinationMatchingRule","lyr_03287","mil_1766","0.5",,"Rock","Rock","Rock","Rock","1.0","1.0","Reno","Revolver","Reno","Revolver","0.0","0.0"
"LinearCombinationMatchingRule","lyr_02356","mil_4413","0.0",,"Jazz","Rock, Pop","Jazz","Rock, Pop","0.0","0.0","Indian Summer","Invisible Sun","Indian Summer","Invisible Sun","0.0","0.0"
"LinearCombinationMatchingRule","lyr_00442","mil_1463","0.04545454545454547",,"Rock","Funk / Soul","Rock","Funk / Soul","0.09090909090909094","0.09090909090909094","Microbes","Mihtagalak","Microbes","Mihtagalak","0.0","0.0"
"LinearCombinationMatchingRule","lyr_13883","mil_3389","0.0",,"Rock","Hip Hop","Rock","Hip Hop","0.0","0.0","Danceway","Dangerous","Danceway","Dangerous","0.0","0.0"
"LinearCombinationMatchingRule","lyr_08655","mil_3633","0.5",,"Rock","Rock","Rock","Rock","1.0","1.0","Something","Solitude","Something","Solitude","0.0","0.0"
"LinearCombinationMatchingRule","lyr_11947","mil_2602","0.0",,"Hip-Hop","Rock","Hip-Hop","Rock","0.0","0.0","Hard","Harvest","Hard","Harvest","0.0","0.0"
"LinearCombinationMatchingRule","lyr_12794","mil_1489","0.5",,"Rock","Rock","Rock","Rock","1.0","1.0","Cold","Cora","Cold","Cora","0.0","0.0"
"LinearCombinationMatchingRule","lyr_13948","mil_4098","0.04999999999999999",,"Rock","Hip Hop, Funk / Soul","Rock","Hip Hop, Funk / Soul","0.09999999999999998","0.09999999999999998","Lodi","Love","Lodi","Love","0.0","0.0"
"LinearCombinationMatchingRule","lyr_03592","mil_0291","0.5",,"Rock","Rock","Rock","Rock","1.0","1.0","The Rising","The River","The Rising","The River","0.3333333333333333","0.0"
"LinearCombinationMatchingRule","lyr_01396","mil_0099","0.0",,"Electronic","Funk / Soul","Electronic","Funk / Soul","0.0","0.0","Backwater","Bailamos","Backwater","Bailamos","0.0","0.0"
"LinearCombinationMatchingRule","lyr_12406","mil_2218","0.08695652173913043",,"Rock","Electronic, Funk / Soul","Rock","Electronic, Funk / Soul","0.17391304347826086","0.17391304347826086","Goodbye","Go","Goodbye","Go","0.0","0.0"
"LinearCombinationMatchingRule","lyr_01203","mil_0940","0.2222222222222222",,"Rock","Rock, Pop","Rock","Rock, Pop","0.4444444444444444","0.4444444444444444","Tapestry","Tapestry","Tapestry","Tapestry","1.0","0.0"
"LinearCombinationMatchingRule","lyr_11220","mil_2363","0.04545454545454547",,"Rock","Funk / Soul","Rock","Funk / Soul","0.09090909090909094","0.09090909090909094","Magic","Mabellene","Magic","Mabellene","0.0","0.0"
"LinearCombinationMatchingRule","lyr_05809","mil_0957","0.04545454545454547",,"Rock","Funk / Soul","Rock","Funk / Soul","0.09090909090909094","0.09090909090909094","Pessimystic","Perhaps","Pessimystic","Perhaps","0.0","0.0"
"LinearCombinationMatchingRule","lyr_08242","mil_3918","0.09999999999999998",,"R & B","Rock","R & B","Rock","0.19999999999999996","0.19999999999999996","Welcome To The Jungle","Welcome To The Working Week","Welcome To The Jungle","Welcome To The Working Week","0.5","0.0"
"LinearCombinationMatchingRule","lyr_12406","mil_2222","0.0",,"Rock","Hip Hop","Rock","Hip Hop","0.0","0.0","Goodbye","Gone","Goodbye","Gone","0.0","0.0"
"LinearCombinationMatchingRule","lyr_11850","mil_2060","0.1111111111111111",,"Hip-Hop","Rock, Pop","Hip-Hop","Rock, Pop","0.2222222222222222","0.2222222222222222","Desperation","Deathwish","Desperation","Deathwish","0.0","0.0"
"LinearCombinationMatchingRule","lyr_04568","mil_3004","0.5",,"Rock","Rock","Rock","Rock","1.0","1.0","Somebody","Soon","Somebody","Soon","0.0","0.0"
"LinearCombinationMatchingRule","lyr_12135","mil_4739","0.025000000000000022",,"Hip-Hop","Folk, World, Country","Hip-Hop","Folk, World, Country","0.050000000000000044","0.050000000000000044","Schooling","Scenario","Schooling","Scenario","0.0","0.0"
"LinearCombinationMatchingRule","lyr_05863","mil_4328","0.04545454545454547",,"Rock","Funk / Soul","Rock","Funk / Soul","0.09090909090909094","0.09090909090909094","Gimme","Girlfriend","Gimme","Girlfriend","0.0","0.0"
"LinearCombinationMatchingRule","lyr_11983","mil_3809","0.025000000000000022",,"Hip-Hop","Folk, World, Country","Hip-Hop","Folk, World, Country","0.050000000000000044","0.050000000000000044","I Love You More","I Love You Baby","I Love You More","I Love You Baby","0.6","0.0"
"LinearCombinationMatchingRule","lyr_04810","mil_1370","0.175",,"Country","Folk, World, Country","Country","Folk, World, Country","0.35","0.35","All I Can Do","All I Can Do","All I Can Do","All I Can Do","1.0","0.0"
"LinearCombinationMatchingRule","lyr_06976","mil_1854","0.04545454545454547",,"Rock","Funk / Soul","Rock","Funk / Soul","0.09090909090909094","0.09090909090909094","Sissyneck","Sizzlin","Sissyneck","Sizzlin","0.0","0.0"
"LinearCombinationMatchingRule","lyr_07565","mil_0392","0.5",,"Rock","Rock","Rock","Rock","1.0","1.0","Money","Moths","Money","Moths","0.0","0.0"
"LinearCombinationMatchingRule","lyr_12982","mil_4434","0.5",,"Rock","Rock","Rock","Rock","1.0","1.0","Clockout","Closer","Clockout","Closer","0.0","0.0"
"LinearCombinationMatchingRule","lyr_07049","mil_3388","0.5",,"Rock","Rock","Rock","Rock","1.0","1.0","Replica","Reservations","Replica","Reservations","0.0","0.0"
"LinearCombinationMatchingRule","lyr_11850","mil_4662","0.09999999999999998",,"Hip-Hop","Electronic, Pop","Hip-Hop","Electronic, Pop","0.19999999999999996","0.19999999999999996","Desperation","Delight","Desperation","Delight","0.0","0.0"
"LinearCombinationMatchingRule","lyr_11686","mil_4365","0.09999999999999998",,"Hip-Hop","Electronic, Pop","Hip-Hop","Electronic, Pop","0.19999999999999996","0.19999999999999996","Beautiful","Ben","Beautiful","Ben","0.0","0.0"
"LinearCombinationMatchingRule","lyr_07470","mil_3844","0.5",,"Rock","Rock","Rock","Rock","1.0","1.0","Friends","Frankenstein","Friends","Frankenstein","0.0","0.0"
"LinearCombinationMatchingRule","lyr_13243","mil_1865","0.125",,"Pop","Rock","Pop","Rock","0.25","0.25","Surrender","Sucker","Surrender","Sucker","0.0","0.0"
"LinearCombinationMatchingRule","lyr_12794","mil_0179","0.04545454545454547",,"Rock","Funk / Soul","Rock","Funk / Soul","0.09090909090909094","0.09090909090909094","Cold","Cowboys","Cold","Cowboys","0.0","0.0"
"LinearCombinationMatchingRule","lyr_04491","mil_0368","0.08695652173913043",,"Rock","Electronic, Funk / Soul","Rock","Electronic, Funk / Soul","0.17391304347826086","0.17391304347826086","Monday Morning","Mony Mony","Monday Morning","Mony Mony","0.0","0.0"
"LinearCombinationMatchingRule","lyr_08785","mil_1267","0.03125",,"Rock","Funk / Soul, Pop","Rock","Funk / Soul, Pop","0.0625","0.0625","Mia","Miau","Mia","Miau","0.0","0.0"
"LinearCombinationMatchingRule","lyr_04005","mil_0785","0.04999999999999999",,"Rock","Folk, World, Country","Rock","Folk, World, Country","0.09999999999999998","0.09999999999999998","Baby","Bamboleo","Baby","Bamboleo","0.0","0.0"
"LinearCombinationMatchingRule","lyr_11273","mil_2060","0.2222222222222222",,"Rock","Rock, Pop","Rock","Rock, Pop","0.4444444444444444","0.4444444444444444","Deborah","Deathwish","Deborah","Deathwish","0.0","0.0"
"LinearCombinationMatchingRule","lyr_06535","mil_1299","0.03125",,"Rock","Funk / Soul, Pop","Rock","Funk / Soul, Pop","0.0625","0.0625","Stay","Starpiss","Stay","Starpiss","0.0","0.0"
"LinearCombinationMatchingRule","lyr_02569","mil_0491","0.125",,"Pop","Rock","Pop","Rock","0.25","0.25","Through","Thirteen","Through","Thirteen","0.0","0.0"
"LinearCombinationMatchingRule","lyr_02645","mil_0951","0.036585365853658514",,"Pop","Electronic, Rock, Funk / Soul, Blues, Pop","Pop","Electronic, Rock, Funk / Soul, Blues, Pop","0.07317073170731703","0.07317073170731703","Fame","Faith","Fame","Faith","0.0","0.0"
"LinearCombinationMatchingRule","lyr_07784","mil_1813","0.09999999999999998",,"Rock","Electronic","Rock","Electronic","0.19999999999999996","0.19999999999999996","Billy","Biscuit","Billy","Biscuit","0.0","0.0"
"LinearCombinationMatchingRule","lyr_10995","mil_3837","0.04545454545454547",,"Rock","Funk / Soul","Rock","Funk / Soul","0.09090909090909094","0.09090909090909094","If You Want My Love","If You Wanna Get To Heaven","If You Want My Love","If You Wanna Get To Heaven","0.2222222222222222","0.0"
"LinearCombinationMatchingRule","lyr_07780","mil_0182","0.04999999999999999",,"Rock","Folk, World, Country","Rock","Folk, World, Country","0.09999999999999998","0.09999999999999998","I Threw It All Away","I Think Its Going To Rain Today","I Threw It All Away","I Think Its Going To Rain Today","0.09090909090909091","0.0"
"LinearCombinationMatchingRule","lyr_12628","mil_1335","0.04545454545454547",,"Rock","Funk / Soul","Rock","Funk / Soul","0.09090909090909094","0.09090909090909094","Basque","Bacon","Basque","Bacon","0.0","0.0"
"LinearCombinationMatchingRule","lyr_13922","mil_1232","0.04545454545454547",,"Rock","Funk / Soul","Rock","Funk / Soul","0.09090909090909094","0.09090909090909094","Relax","Renegade","Relax","Renegade","0.0","0.0"
"LinearCombinationMatchingRule","lyr_03596","mil_1914","0.04545454545454547",,"Rock","Funk / Soul","Rock","Funk / Soul","0.09090909090909094","0.09090909090909094","Thunder Road","Thunder Road","Thunder Road","Thunder Road","1.0","0.0"
"LinearCombinationMatchingRule","lyr_11220","mil_2346","0.04999999999999999",,"Rock","Folk, World, Country","Rock","Folk, World, Country","0.09999999999999998","0.09999999999999998","Magic","Madarica","Magic","Madarica","0.0","0.0"
"LinearCombinationMatchingRule","lyr_07446","mil_4608","0.04545454545454547",,"Rock","Funk / Soul","Rock","Funk / Soul","0.09090909090909094","0.09090909090909094","Reconciliation","Refugee","Reconciliation","Refugee","0.0","0.0"
"LinearCombinationMatchingRule","lyr_10647","mil_3520","0.5",,"Rock","Rock","Rock","Rock","1.0","1.0","Watching The Detectives","Watching The Detectives","Watching The Detectives","Watching The Detectives","1.0","0.0"
"LinearCombinationMatchingRule","lyr_03915","mil_1600","0.04545454545454547",,"Rock","Funk / Soul","Rock","Funk / Soul","0.09090909090909094","0.09090909090909094","Time","Till","Time","Till","0.0","0.0"
"LinearCombinationMatchingRule","lyr_08920","mil_3251","0.5",,"Rock","Rock","Rock","Rock","1.0","1.0","Clampdown","Clocks","Clampdown","Clocks","0.0","0.0"
"LinearCombinationMatchingRule","lyr_11817","mil_3721","0.04545454545454547",,"Hip-Hop","Funk / Soul","Hip-Hop","Funk / Soul","0.09090909090909094","0.09090909090909094","Renegade","Renegade","Renegade","Renegade","1.0","0.0"
"LinearCombinationMatchingRule","lyr_08258","mil_3656","0.09999999999999998",,"R & B","Rock","R & B","Rock","0.19999999999999996","0.19999999999999996","Fire","Figfoot","Fire","Figfoot","0.0","0.0"
"LinearCombinationMatchingRule","lyr_05532","mil_0352","0.125",,"Pop","Rock","Pop","Rock","0.25","0.25","Fernando","Feel","Fernando","Feel","0.0","0.0"
"LinearCombinationMatchingRule","lyr_02787","mil_1892","0.08695652173913043",,"Rock","Electronic, Funk / Soul","Rock","Electronic, Funk / Soul","0.17391304347826086","0.17391304347826086","Alberta","Always","Alberta","Always","0.0","0.0"
"LinearCombinationMatchingRule","lyr_02700","mil_3459","0.025000000000000022",,"Pop","Folk, World, Country","Pop","Folk, World, Country","0.050000000000000044","0.050000000000000044","Monkey","Molitva","Monkey","Molitva","0.0","0.0"
"LinearCombinationMatchingRule","lyr_06473","mil_0822","0.5",,"Rock","Rock","Rock","Rock","1.0","1.0","Carey","Carol","Carey","Carol","0.0","0.0"
"LinearCombinationMatchingRule","lyr_04590","mil_2091","0.125",,"Rock","Pop","Rock","Pop","0.25","0.25","Angel","Anything","Angel","Anything","0.0","0.0"
"LinearCombinationMatchingRule","lyr_08071","mil_3018","0.03125",,"Rock","Funk / Soul, Pop","Rock","Funk / Soul, Pop","0.0625","0.0625","Hazel","Halo","Hazel","Halo","0.0","0.0"
"LinearCombinationMatchingRule","lyr_08744","mil_3555","0.5",,"Rock","Rock","Rock","Rock","1.0","1.0","Hollywood","Holiday","Hollywood","Holiday","0.0","0.0"
"LinearCombinationMatchingRule","lyr_01394","mil_3825","0.2173913043478261",,"Electronic","Electronic, Funk / Soul","Electronic","Electronic, Funk / Soul","0.4347826086956522","0.4347826086956522","Stiff","Stranded","Stiff","Stranded","0.0","0.0"
"LinearCombinationMatchingRule","lyr_08338","mil_1821","0.09090909090909088",,"R & B","Funk / Soul","R & B","Funk / Soul","0.18181818181818177","0.18181818181818177","I Got The Will","I Got That Fire","I Got The Will","I Got That Fire","0.3333333333333333","0.0"
"LinearCombinationMatchingRule","lyr_12304","mil_1556","0.5",,"Rock","Rock","Rock","Rock","1.0","1.0","Candle In The Wind 1997","Candle In The Wind","Candle In The Wind 1997","Candle In The Wind","0.8","0.0"
"LinearCombinationMatchingRule","lyr_12319","mil_1197","0.04545454545454547",,"Rock","Funk / Soul","Rock","Funk / Soul","0.09090909090909094","0.09090909090909094","Amen","America","Amen","America","0.0","0.0"
"LinearCombinationMatchingRule","lyr_09548","mil_0916","0.08695652173913043",,"Rock","Electronic, Funk / Soul","Rock","Electronic, Funk / Soul","0.17391304347826086","0.17391304347826086","Strange","Stranded","Strange","Stranded","0.0","0.0"
"LinearCombinationMatchingRule","lyr_07524","mil_0065","0.08695652173913043",,"Rock","Electronic, Funk / Soul","Rock","Electronic, Funk / Soul","0.17391304347826086","0.17391304347826086","Homosapien","Hollywood","Homosapien","Hollywood","0.0","0.0"
"LinearCombinationMatchingRule","lyr_01396","mil_0059","0.09999999999999998",,"Electronic","Rock","Electronic","Rock","0.19999999999999996","0.19999999999999996","Backwater","Bangcrazy","Backwater","Bangcrazy","0.0","0.0"
"LinearCombinationMatchingRule","lyr_11226","mil_0227","0.0",,"Rock","Hip Hop","Rock","Hip Hop","0.0","0.0","Slipaway","Slump","Slipaway","Slump","0.0","0.0"
"LinearCombinationMatchingRule","lyr_10027","mil_3046","0.04545454545454547",,"Rock","Funk / Soul","Rock","Funk / Soul","0.09090909090909094","0.09090909090909094","Trouble","Trilby","Trouble","Trilby","0.0","0.0"
"LinearCombinationMatchingRule","lyr_07712","mil_4331","0.04545454545454547",,"Rock","Funk / Soul","Rock","Funk / Soul","0.09090909090909094","0.09090909090909094","Let It Be Me","Let It Be","Let It Be Me","Let It Be","0.75","0.0"
"LinearCombinationMatchingRule","lyr_10243","mil_4266","0.5",,"Rock","Rock","Rock","Rock","1.0","1.0","Deportee","Desire","Deportee","Desire","0.0","0.0"
"LinearCombinationMatchingRule","lyr_06813","mil_4264","0.0",,"Rock","Hip Hop","Rock","Hip Hop","0.0","0.0","Missing","Midline","Missing","Midline","0.0","0.0"
"LinearCombinationMatchingRule","lyr_11916","mil_4164","0.0",,"Hip-Hop","Rock","Hip-Hop","Rock","0.0","0.0","Seduction","Sexslaveship","Seduction","Sexslaveship","0.0","0.0"
"LinearCombinationMatchingRule","lyr_02691","mil_3956","0.021739130434782594",,"Pop","Electronic, Funk / Soul","Pop","Electronic, Funk / Soul","0.04347826086956519","0.04347826086956519","Outside","Outerspace","Outside","Outerspace","0.0","0.0"
"LinearCombinationMatchingRule","lyr_12622","mil_4739","0.04999999999999999",,"Rock","Folk, World, Country","Rock","Folk, World, Country","0.09999999999999998","0.09999999999999998","Scarecrow","Scenario","Scarecrow","Scenario","0.0","0.0"
"LinearCombinationMatchingRule","lyr_06687","mil_4049","0.0",,"Hip-Hop","Rock","Hip-Hop","Rock","0.0","0.0","Crossover","Crackers","Crossover","Crackers","0.0","0.0"
"LinearCombinationMatchingRule","lyr_10814","mil_0152","0.5",,"Rock","Rock","Rock","Rock","1.0","1.0","Lullaby","Lucy","Lullaby","Lucy","0.0","0.0"
"LinearCombinationMatchingRule","lyr_10185","mil_0269","0.04545454545454547",,"Rock","Funk / Soul","Rock","Funk / Soul","0.09090909090909094","0.09090909090909094","North","No","North","No","0.0","0.0"
"LinearCombinationMatchingRule","lyr_13267","mil_3204","0.04545454545454547",,"Pop","Funk / Soul","Pop","Funk / Soul","0.09090909090909094","0.09090909090909094","Fools","Footprints","Fools","Footprints","0.0","0.0"
"LinearCombinationMatchingRule","lyr_07578","mil_1156","0.04545454545454547",,"Rock","Funk / Soul","Rock","Funk / Soul","0.09090909090909094","0.09090909090909094","Promises","Pray","Promises","Pray","0.0","0.0"
"LinearCombinationMatchingRule","lyr_01396","mil_1335","0.0",,"Electronic","Funk / Soul","Electronic","Funk / Soul","0.0","0.0","Backwater","Bacon","Backwater","Bacon","0.0","0.0"
"LinearCombinationMatchingRule","lyr_03257","mil_4622","0.09999999999999998",,"Rock","Electronic","Rock","Electronic","0.19999999999999996","0.19999999999999996","Happy","Halo","Happy","Halo","0.0","0.0"
"LinearCombinationMatchingRule","lyr_01891","mil_3058","0.04545454545454547",,"Rock","Funk / Soul","Rock","Funk / Soul","0.09090909090909094","0.09090909090909094","I Want To Be Free","I Want To Spend The Night","I Want To Be Free","I Want To Spend The Night","0.375","0.0"
"LinearCombinationMatchingRule","lyr_07524","mil_2614","0.5",,"Rock","Rock","Rock","Rock","1.0","1.0","Homosapien","Hook","Homosapien","Hook","0.0","0.0"
"LinearCombinationMatchingRule","lyr_02114","mil_0355","0.025000000000000022",,"Pop","Folk, World, Country","Pop","Folk, World, Country","0.050000000000000044","0.050000000000000044","Heaven","Heaven","Heaven","Heaven","1.0","0.0"
"LinearCombinationMatchingRule","lyr_04191","mil_3270","0.5",,"Rock","Rock","Rock","Rock","1.0","1.0","Blackout","Blush","Blackout","Blush","0.0","0.0"
"LinearCombinationMatchingRule","lyr_10683","mil_2189","0.04545454545454547",,"Rock","Funk / Soul","Rock","Funk / Soul","0.09090909090909094","0.09090909090909094","Heroin Face","Heavenly Father","Heroin Face","Heavenly Father","0.0","0.0"
"LinearCombinationMatchingRule","lyr_01808","mil_1394","0.04999999999999999",,"Rock","Folk, World, Country","Rock","Folk, World, Country","0.09999999999999998","0.09999999999999998","Angel","Anonymous","Angel","Anonymous","0.0","0.0"
"LinearCombinationMatchingRule","lyr_09058","mil_1965","0.08695652173913043",,"Rock","Electronic, Funk / Soul","Rock","Electronic, Funk / Soul","0.17391304347826086","0.17391304347826086","Cheeseburger","Chutes","Cheeseburger","Chutes","0.0","0.0"
"LinearCombinationMatchingRule","lyr_12870","mil_0602","0.04999999999999999",,"Rock","Folk, World, Country","Rock","Folk, World, Country","0.09999999999999998","0.09999999999999998","Hercules","Heartaches","Hercules","Heartaches","0.0","0.0"
